,sample,ST_ID,Date_extracted,Batch,Volume_mL,Notes,PCR_name,Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Julian_Date,Julian_Day,Time.x,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,Ac_Line,Rpt_Sta,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility,mean_100_T,mean_100_Salinity,mean_100_O2,mean_100_O2_sat,mean_100_silicate,mean_100_PO4,mean_100_NO3,mean_100_NO2,mean_100_NH3,mean_100_CHLa,mean_100_Phaeo,mean_100_DIC1,mean_100_TA1,mean_100_LightP,mean_100_pH1,Month,round_Lat,round_Lon,Year,mean_sst,stdev_sst,n.x,satellite_date.x,Time.y,lon_min.x,lon_max.x,lat_min.x,lat_max.x,median_sst,mad_sst,lon.x,lat.x,two_month_sst,y.x,annual_sst,mean_chla,stdev_chla,n.y,satellite_date.y,Time,lon_min.y,lon_max.y,lat_min.y,lat_max.y,median_chla,mad_chla,lon.y,lat.y,two_month_chla,y.y,annual_chla
46,X2011_4_93.3_60,1104_93.3_60,6/28/19,11,125,normal,Miu_1_b_15,32725,2011-04-09-C-325S,201104,2.01E+13,9330600,20-11045S-PR-101-1757-09330600,093.3 060.0,2,ST,-134.799,4/11/11,40644,101,12/30/1899 17:57:00,31.851667,31,51.1,N,-119.578333,-119,34.7,W,93.3,93.3,60,60,1860,21,NA,RV BELL M. SHIMADA,325S,PR,42,412,NA,93.3 60.0,3101,1104,21.9,180.9,12/30/1899 11:55:00,12/30/1899 18:50:00,12/30/1899 11:59:00,12/30/1899 18:52:00,8,33,8,6,33,14,1024.6,14.5,14,1,6,7,7,13.88142857,33.30364286,5.496428571,93.75714286,5.057142857,0.587142857,4.042857143,0.075714286,0.034285714,0.223571429,0.092142857,NA,NA,NA,NA,4,31.8,-119.6,2011,15.55444444,0.106030843,36,2011-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,15.57,0.103782,-119.571666,31.848333,15.07722222,y,15.59618687,0.378579488,0.064850325,36,2011-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.370490104,0.058297654,-119.571666,31.848333,0.647962809,y,0.467426973
47,X2012_4_80_60,1203_80_60,6/28/19,12,125,full,Miu_1_b_16,32966,2012-03-25-C-325S,201203,2.01E+13,8000600,20-12035S-MX-097-1942-08000600,080.0 060.0,2,ST,-38.519,4/6/12,41006,98,12/30/1899 19:42:00,34.151667,34,9.1,N,-121.148333,-121,8.9,W,80,80,60,60,2165,13,NA,RV BELL M SHIMADA,325S,MX,57,562,NA,80.0 60.0,3101,1203,170.4,NA,,,,,NA,32,10,9,33,23,1022.3,11.9,8.7,1,0,1,8,10.853,33.6057,5.313333333,84.94444444,14.32222222,1.261111111,14.13333333,0.227777778,0.462222222,1.677777778,0.498888889,NA,NA,NA,NA,4,34.2,-121.1,2012,11.515,0.215578612,30,2012-03-17T00:00:00Z,17T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,11.515,0.244629,-121.148333,34.151666,11.80716667,y,13.86850613,0.546259255,0.06461648,30,2012-03-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.523833245,0.055421878,-121.148333,34.151666,0.462893309,y,0.637699823
48,X2012_3_86.7_50,1203_86.7_50,6/28/19,12,125,low_normal,Miu_1_b_17,32981,2012-03-25-C-325S,201203,2.01E+13,8670500,20-12035S-MX-091-0228-08670500,086.7 050.0,1,ST,-71.279,3/31/12,40999,91,12/30/1899 02:28:00,33.321667,33,19.3,N,-119.665,-119,39.9,W,86.7,86.7,50,50,82,NA,NA,RV BELL M SHIMADA,325S,MX,31,302,NA,86.7 50.0,3101,1203,171.9,NA,,,,,NA,NA,NA,NA,29,17,1015.2,12.9,12.3,0,NA,0,0,11.54555556,33.59566667,4.84625,78.7,13.45,1.11125,12.5375,0.18375,0.192857143,2.59625,0.30625,NA,NA,NA,NA,3,33.3,-119.7,2012,12.972,0.20239449,35,2012-03-17T00:00:00Z,17T00:00:00Z,-119.761666,-119.561666,33.225,33.425,12.95,0.177912,-119.661666,33.325,13.08214286,y,14.83719613,0.535549278,0.050506195,36,2012-03-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.523974985,0.031516089,-119.661666,33.325,0.551861033,y,1.047607786
49,X2012_3_93.3_30,1203_93.3_30,6/28/19,12,125,low_normal,Miu_1_b_18,33000,2012-03-25-C-325S,201203,2.01E+13,9330300,20-12035S-MX-085-1016-09330300,093.3 030.0,1,ST,-15.276,3/25/12,40993,85,12/30/1899 10:16:00,32.843333,32,50.6,N,-117.533333,-117,32,W,93.3,93.3,30,30,850,NA,NA,RV BELL M SHIMADA,325S,MX,3,22,NA,93.3 30.0,3101,1203,75.9,NA,,,,,NA,NA,NA,NA,13,6,1013.9,13.2,11,0,NA,0,0,11.399,33.7077,3.801,62.24,17.55,1.446,16.13,0.189,0.222,0.753,0.212,2121.025,2277.96,NA,NA,3,32.8,-117.5,2012,14.43694444,0.177985865,36,2012-03-17T00:00:00Z,17T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,14.47,0.192738,-117.526666,32.848333,15.03069444,y,17.02524492,0.853857454,0.283957693,36,2012-03-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.737017065,0.1877105,-117.526666,32.848333,0.781199315,y,0.469243617
50,X2012_3_93.3_60,1203_93.3_60,6/28/19,12,125,low_normal,Miu_1_b_19,33006,2012-03-25-C-325S,201203,2.01E+13,9330600,20-12035S-MX-086-1100-09330600,093.3 060.0,1,ST,-134.783,3/26/12,40994,86,12/30/1899 11:00:00,31.845,31,50.7,N,-119.573333,-119,34.4,W,93.3,93.3,60,60,1862,NA,NA,RV BELL M SHIMADA,325S,MX,9,82,NA,93.3 60.0,3101,1203,27,NA,,,,,NA,NA,NA,NA,29,13,1017.4,13.2,10.4,0,NA,0,0,13.64,33.3814,5.609,95.13,4.38,0.497,2.83,0.054,0.047,0.274,0.08,NA,NA,NA,NA,3,31.8,-119.6,2012,14.04055556,0.097568861,36,2012-03-17T00:00:00Z,17T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.025,0.096369,-119.571666,31.848333,14.50930556,y,15.88104552,0.364863892,0.02586873,36,2012-03-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.358239114,0.032630212,-119.571666,31.848333,0.305094046,y,0.342871198
51,X2013_4_80_60,1304_80_60,6/28/19,13,125,normal,Miu_1_b_20,33275,2013-04-06-C-325S,201304,2.01E+13,8000600,20-13045S-PR-110-1616-08000600,080.0 060.0,2,ST,-39.155,4/20/13,37366,110,12/30/1899 16:16:07,34.15232,34,9.139,N,-121.16733,-121,10.04,W,80,80,60,60.2,2310,18,NA,RV BELL M SHIMADA,325S,PR,57,648,1,80.0 60.0,3101,1304,57.4,574.5,12/30/1899 12:00:00,12/30/1899 19:11:00,12/30/1899 12:03:00,12/30/1899 19:11:00,8,34,7,6,33,27,1016.3,13.1,11.8,0,NA,0,7,11.38992308,33.60643846,5.323166667,86.23916667,10.6,1.0875,11.475,0.168333333,0.799166667,0.604,0.293916667,NA,NA,0.138857143,NA,4,34.2,-121.1,2013,12.69066667,0.111600684,30,2013-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,12.725,0.088956,-121.148333,34.151666,12.36416667,y,14.26680651,0.44597466,0.081799934,30,2013-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.416833356,0.087058637,-121.148333,34.151666,0.654336987,y,0.811514588
52,X2013_4_86.7_50,1304_86.7_50,6/28/19,13,125,normal,Miu_1_b_21,33296,2013-04-06-C-325S,201304,2.01E+13,8670500,20-13045S-MX-105-1214-08670500,086.7 050.0,2,ST,-70.967,4/15/13,37361,105,12/30/1899 12:14:11,33.3245,33,19.47,N,-119.66017,-119,39.61,W,86.7,86.7,50,50,72,NA,NA,RV BELL M SHIMADA,325S,MX,35,398,1,86.7 50.0,3101,1304,68.1,NA,,,,,NA,NA,NA,NA,32,25,1011.6,12.2,11.6,NA,NA,NA,NA,10.37477778,33.8326,3.478333333,55.6,23.91777778,1.666666667,20.04444444,0.132222222,0.251111111,0.688333333,0.429111111,NA,NA,NA,NA,4,33.3,-119.7,2013,13.38942857,0.313387027,35,2013-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.35,0.385476,-119.661666,33.325,13.22254762,y,15.31469249,1.200972024,0.156301895,35,2013-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,1.217406869,0.13841263,-119.661666,33.325,1.203775167,y,1.023247098
53,X2013_4_93.3_30,1304_93.3_30,6/28/19,13,125,normal,Miu_1_b_22,33320,2013-04-06-C-325S,201304,2.01E+13,9330300,20-13045S-MX-097-0724-09330300,093.3 030.0,2,ST,-15.601,4/7/13,37353,97,12/30/1899 07:24:14,32.8385,32,50.31,N,-117.533,-117,31.98,W,93.3,93.3,30,30.1,870,NA,NA,RV BELL M SHIMADA,325S,MX,4,36,1,93.3 30.0,3101,1304,30.3,NA,,,,,NA,NA,NA,NA,33,2,1016,15.1,14.9,NA,NA,NA,NA,11.89377778,33.66676667,4.015888889,66.61888889,15.27777778,1.292222222,14.53333333,0.035555556,NA,0.311444444,0.216111111,2099.4,2233.24,NA,NA,4,32.8,-117.5,2013,16.02777778,0.428039458,36,2013-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,15.81,0.22239,-117.526666,32.848333,15.77222222,y,18.13455031,0.403701984,0.091924279,36,2013-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.371388733,0.071509476,-117.526666,32.848333,0.397249305,y,0.330481597
54,X2013_4_93.3_60,1304_93.3_60,6/28/19,13,125,normal,Miu_1_b_23,33326,2013-04-06-C-325S,201304,2.01E+13,9330600,20-13045S-PR-101-1513-09330600,093.3 060.0,2,ST,-135.193,4/11/13,37357,101,12/30/1899 15:13:47,31.8475,31,50.85,N,-119.5805,-119,34.83,W,93.3,93.3,60,60.1,1860,16,NA,RV BELL M SHIMADA,325S,PR,22,246,1,93.3 60.0,3101,1304,51.2,322.1,12/30/1899 11:59:00,12/30/1899 18:55:00,12/30/1899 11:59:00,12/30/1899 18:54:00,8,32,4,6,32,19,1016.3,14,13,2,6,8,6,13.78207692,33.37299231,5.980461538,101.5469231,3.606153846,0.38,0.761538462,0.05,0.068461538,0.547307692,0.156769231,NA,NA,0.12525,NA,4,31.8,-119.6,2013,14.4725,0.147887506,36,2013-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.485,0.170499,-119.571666,31.848333,14.40986111,y,16.26796746,0.328616477,0.014950074,36,2013-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.32571654,0.008865484,-119.571666,31.848333,0.310971541,y,0.359313712
55,X2014_4_80_60,1404_80_60,6/28/19,14,125,normal,Miu_1_b_24,33534,2014-03-28-C-31OS,201404,2.01E+13,8000600,20-1404OS-MX-103-2209-08000600,080.0 060.0,2,ST,-38.443,4/13/14,37359,103,12/30/1899 22:09:40,34.16203,34,9.722,N,-121.15758,-121,9.455,W,80,79.9,60,60,2215,14,NA,RV OCEAN STARR,31OS,MX,59,702,1,80.0 60.0,3101,1404,42.6,NA,,,,,NA,34,2,6,34,18,1021,15.1,13.3,2,7,8,6,12.07327273,33.55174545,4.745888889,78.37111111,12.17,1.114444444,10.91111111,0.117111111,0.44,0.376333333,0.387666667,2062.22,2235.615,NA,NA,4,34.2,-121.1,2014,14.49066667,0.200016091,30,2014-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,14.54,0.07413,-121.148333,34.151666,14.41516667,y,14.6582,0.443848464,0.062997942,30,2014-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.430835426,0.082973564,-121.148333,34.151666,0.563622258,y,0.849129661
56,X2014_4_93.3_30,1404_93.3_30,6/28/19,13,125,normal_organge,Miu_1_b_26,33581,2014-03-28-C-31OS,201404,2.01E+13,9330300,20-1404OS-MX-092-0346-09330300,093.3 030.0,2,ST,-15.262,4/2/14,37348,92,12/30/1899 03:46:34,32.84772,32,50.863,N,-117.53193,-117,31.916,W,93.3,93.3,30,30,857,NA,NA,RV OCEAN STARR,31OS,MX,5,41,1,93.3 30.0,3101,1404,31.2,NA,,,,,NA,NA,NA,NA,33,12,1020,14.9,11.9,NA,NA,NA,NA,13.06388889,33.48432222,4.806777778,81.09555556,8.97,0.91,8.766666667,0.113444444,0.128888889,0.332333333,0.113333333,2048.505,2231.195,NA,NA,4,32.8,-117.5,2014,16.79416667,0.372845238,36,2014-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.92,0.259455,-117.526666,32.848333,17.14208333,y,18.63810764,0.333230985,0.086167285,36,2014-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.31542103,0.095292696,-117.526666,32.848333,0.270881254,y,0.249675049
57,X2014_4_93.3_60,1404_93.3_60,6/28/19,13,125,normal_organge,Miu_1_b_27,33587,2014-03-28-C-31OS,201404,2.01E+13,9330600,20-1404OS-MX-093-0716-09330600,093.3 060.0,2,ST,-134.416,4/3/14,37349,93,12/30/1899 07:16:19,31.84738,31,50.843,N,-119.56267,-119,33.76,W,93.3,93.3,60,59.9,1912,NA,NA,RV OCEAN STARR,31OS,MX,11,115,1,93.3 60.0,3101,1404,23.8,NA,,,,,NA,NA,NA,NA,33,17,1025.5,14.3,11.2,NA,NA,NA,NA,13.35733333,33.2983,5.502444444,92.76333333,5,0.58375,3.7875,0.033375,0.03875,0.243125,0.145125,NA,NA,NA,NA,4,31.8,-119.6,2014,15.54666667,0.17103049,36,2014-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,15.585,0.111195,-119.571666,31.848333,15.59097222,y,16.96092274,0.253365895,0.022094288,36,2014-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.250425845,0.030029731,-119.571666,31.848333,0.232436826,y,0.304722205
58,X2015_4_80_60,1504_80_60,6/28/19,14,100,full_orange,Miu_1_b_28,33857,2015-04-04-C-32NM,201504,2.02E+13,8000600,20-1504NM-MX-106-1433-08000600,080.0 060.0,2,ST,-38.351,4/16/15,37362,106,12/30/1899 14:33:35,34.15052,34,9.031,N,-121.14713,-121,8.828,W,80,80,60,60,2180,NA,NA,RV NEW HORIZON,32NM,MX,57,668,1,80.0 60.0,3101,1504,176.3,NA,,,,,NA,36,4,6,1,11,1013.3,15.1,13.1,0,NA,0,7,12.6565,33.28401,5.4893,91.413,5.976,0.8,6.566,0.104,0.196,1.7095,0.9818,2027.205,2226.445,NA,NA,4,34.2,-121.1,2015,15.39566667,0.255527626,30,2015-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,15.42,0.355824,-121.148333,34.151666,15.3985,y,16.41530303,0.277162418,0.079699874,30,2015-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.246947825,0.061405754,-121.148333,34.151666,0.284534632,y,0.42170688
59,X2015_4_86.7_50,1504_86.7_50,6/28/19,14,125,low_normal_orange,Miu_1_b_29,33877,2015-04-04-C-32NM,201504,2.02E+13,8670500,20-1504NM-MX-101-2307-08670500,086.7 050.0,2,ST,-70.72,4/11/15,37357,101,12/30/1899 23:07:41,33.32897,33,19.738,N,-119.6576,-119,39.456,W,86.7,86.7,50,49.9,76,8,NA,RV NEW HORIZON,32NM,MX,38,444,1,86.7 50.0,3101,1504,112,NA,,,,,NA,30,3,6,31,14,1012.3,16.9,13.8,1,2,1,8,12.267875,33.3863875,4.91,80.79714286,10.37,0.998571429,10.29571429,0.100142857,0.105714286,1.446857143,0.579,NA,NA,NA,NA,4,33.3,-119.7,2015,15.42451613,0.567801836,31,2015-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,15.42,0.385476,-119.661666,33.325,15.80240092,y,16.77605209,0.898661923,0.130137962,36,2015-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.897187948,0.104000749,-119.661666,33.325,0.668573045,y,0.46205939
60,X2015_4_93.3_30,1504_93.3_30,6/28/19,14,125,normal_orange,Miu_1_b_30,33902,2015-04-04-C-32NM,201504,2.02E+13,9330300,20-1504NM-MX-095-0513-09330300,093.3 030.0,2,ST,-15.617,4/5/15,37351,95,12/30/1899 05:13:33,32.84228,32,50.537,N,-117.53622,-117,32.173,W,93.3,93.3,30,30.1,874,NA,NA,RV NEW HORIZON,32NM,MX,5,44,1,93.3 30.0,3101,1504,29.9,NA,,,,,NA,NA,NA,NA,33,1,1011.8,18,16,NA,NA,NA,NA,12.60977778,33.39784444,4.811777778,80.54888889,10.40777778,1.008888889,10.01222222,0.057444444,0.01,0.320888889,0.240666667,2051.93,2223.695,NA,NA,4,32.8,-117.5,2015,18.10833333,0.146823509,36,2015-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,18.1,0.177912,-117.526666,32.848333,18.01875,y,19.57430556,0.267967793,0.047620151,36,2015-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.262946874,0.036846084,-117.526666,32.848333,0.228788923,y,0.188867875
61,X2015_4_93.3_60,1504_93.3_60,6/28/19,14,125,low_normal_orange,Miu_1_b_31,33908,2015-04-04-C-32NM,201504,2.02E+13,9330600,20-1504NM-MX-096-0626-09330600,093.3 060.0,2,ST,-134.659,4/6/15,37352,96,12/30/1899 06:26:11,31.84518,31,50.711,N,-119.56667,-119,34,W,93.3,93.3,60,60,1845,NA,NA,RV NEW HORIZON,32NM,MX,11,114,1,93.3 60.0,3101,1504,24.9,NA,,,,,NA,NA,NA,NA,31,17,1013,16.5,13.8,NA,NA,NA,NA,15.2265,33.29664,5.5881,97.721,3.216,0.473,1.583,0.0462,0.001,0.2103,0.1387,NA,NA,NA,NA,4,31.8,-119.6,2015,16.62472222,0.231646111,36,2015-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,16.64,0.207564,-119.571666,31.848333,16.76430556,y,17.75031746,0.157446243,0.013220553,36,2015-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.151730075,0.006460322,-119.571666,31.848333,0.142767383,y,0.164246124
62,X2016_4_86.7_50,1604_86.7_50,7/1/19,15,125,full,Miu_1_b_32,34221,2016-04-01-C-325S,201604,2.02E+13,8670500,20-16045S-MX-099-0306-08670500,086.7 050.0,2,ST,-71.068,4/9/16,37355,99,12/30/1899 03:06:12,33.31567,33,18.94,N,-119.65623,-119,39.374,W,86.7,86.7,50,50,76,NA,NA,RV BELL M SHIMADA,325S,MX,42,514,2,86.7 50.0,3101,1604,165.2,NA,,,,,NA,NA,NA,NA,13,6,1013.4,15.3,14.4,NA,NA,NA,NA,13.19444444,33.48128889,6.18875,103.8725,2.65875,0.635,3.36625,0.13875,1.01,2.919375,1.543125,NA,NA,NA,NA,4,33.3,-119.7,2016,14.78970588,0.391256603,34,2016-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,14.84,0.415128,-119.661666,33.325,14.81128151,y,16.9316106,0.728526754,0.153190831,36,2016-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.728860319,0.188377118,-119.661666,33.325,0.822008782,y,0.556089822
63,X2016_4_93.3_30,1604_93.3_30,7/1/19,15,125,normal,Miu_1_b_34,34248,2016-04-01-C-325S,201604,2.02E+13,9330300,20-16045S-MX-092-0536-09330300,093.3 030.0,2,ST,-15.44,4/2/16,37348,92,12/30/1899 05:36:55,32.84232,32,50.539,N,-117.53212,-117,31.927,W,93.3,93.3,30,30,875,NA,NA,RV BELL M SHIMADA,325S,MX,5,43,1,93.3 30.0,3101,1604,35.7,NA,,,,,NA,NA,NA,NA,33,1,1020.5,15.2,13.7,NA,NA,NA,NA,13.42777778,33.50824444,4.551777778,77.31222222,8.982222222,0.956666667,8.904444444,0.084555556,0.488888889,0.380666667,0.220555556,NA,NA,NA,NA,4,32.8,-117.5,2016,17.74027778,0.155223086,36,2016-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,17.745,0.200151,-117.526666,32.848333,17.40013889,y,19.7060959,0.23979694,0.036218943,36,2016-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.228684872,0.027435954,-117.526666,32.848333,0.244959274,y,0.273472616
64,X2016_4_93.3_60,1604_93.3_60,7/1/19,15,125,normal,Miu_1_b_35,34254,2016-04-01-C-325S,201604,2.02E+13,9330600,20-16045S-MX-093-0532-09330600,093.3 060.0,2,ST,-134.948,4/3/16,37349,93,12/30/1899 05:32:33,31.84073,31,50.444,N,-119.57013,-119,34.208,W,93.3,93.3,60,60,1807,NA,NA,RV BELL M SHIMADA,325S,MX,11,119,1,93.3 60.0,3101,1604,33.4,NA,,,,,NA,NA,NA,NA,33,17,1020.1,13.6,12.5,NA,NA,NA,NA,14.47225,33.36140833,5.514916667,95.175,3.763333333,0.505,2.410833333,0.018,0.05,0.327583333,0.148833333,NA,NA,NA,NA,4,31.8,-119.6,2016,16.50944444,0.288106572,36,2016-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,16.45,0.22239,-119.571666,31.848333,16.16208333,y,18.24736652,0.252892184,0.027120267,36,2016-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.257203311,0.033243731,-119.571666,31.848333,0.245044286,y,0.196184933
65,X2017_4_80_60,1704_80_60,7/1/19,15,125,normal_organge,Miu_1_b_36,34527,2017-03-29-C-325S,201704,2.02E+13,8000600,20-17045S-MX-101-0107-08000600,080.0 060.0,2,ST,-38.645,4/11/17,37357,101,12/30/1899 01:07:31,34.14817,34,8.89,N,-121.15233,-121,9.14,W,80,80,60,60,2177,12,NA,RV BELL M SHIMADA,325S,MX,63,807,1,80.0 60.0,3101,1704,39.3,NA,,,,,NA,31,6,7,31,23,1017.3,14.1,12.9,0,NA,0,8,12.02227273,33.41943636,5.0409,82.778,10.256,0.929,10.171,0.1517,0.084,0.413,0.3311,NA,NA,NA,NA,4,34.2,-121.1,2017,12.96266667,0.110763287,30,2017-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,12.96,0.111195,-121.148333,34.151666,13.13233333,y,14.97752778,0.732565427,0.176090328,30,2017-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.699494302,0.131915458,-121.148333,34.151666,0.726909034,y,0.78599206
66,X2017_4_86.7_50,1704_86.7_50,7/1/19,15,125,low,Miu_1_b_37,34550,2017-03-29-C-325S,201704,2.02E+13,8670500,20-17045S-MX-096-0512-08670500,086.7 050.0,2,ST,-70.991,4/6/17,37352,96,12/30/1899 05:12:30,33.32372,33,19.423,N,-119.66018,-119,39.611,W,86.7,86.7,50,50,79,NA,NA,RV BELL M SHIMADA,325S,MX,39,497,1,86.7 50.0,3101,1704,50.3,NA,,,,,NA,NA,NA,NA,28,7,1016.5,14.8,14,NA,NA,NA,NA,12.38025,33.44885,4.953142857,81.86285714,11.11571429,0.991428571,10.81714286,0.195285714,0.314285714,0.658285714,0.239142857,NA,NA,NA,NA,4,33.3,-119.7,2017,14.01606061,0.288421777,33,2017-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.95,0.281694,-119.661666,33.325,13.9360303,y,15.85671821,1.140490164,0.148230755,35,2017-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,1.1669029,0.147593196,-119.661666,33.325,0.881471869,y,0.836089403
67,X2017_3_93.3_60,1704_93.3_60,7/1/19,16,125,low,Miu_1_b_38,34583,2017-03-29-C-325S,201704,2.02E+13,9330600,20-17045S-MX-089-1434-09330600,093.3 060.0,1,ST,-134.959,3/30/17,37345,89,12/30/1899 14:34:40,31.84467,31,50.68,N,-119.57317,-119,34.39,W,93.3,93.3,60,60,1771,15,NA,RV BELL M SHIMADA,325S,MX,11,123,1,93.3 60.0,3101,1704,47.5,NA,,,,,NA,29,8,9,32,24,1015.9,14.9,14,1,7,3,5,14.32636364,33.31139091,5.512,94.82454545,3.409090909,0.445454545,2.555454545,0.060363636,0,0.493090909,0.199545455,NA,NA,NA,NA,3,31.8,-119.6,2017,15.03944444,0.081273592,36,2017-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,15.045,0.07413,-119.571666,31.848333,15.11652778,y,16.98057026,0.389404115,0.029574534,36,2017-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.389199033,0.028277423,-119.571666,31.848333,0.32580836,y,0.250375401
68,X2018_4_80_60,1804_80_60,7/1/19,16,125,normal,Miu_1_b_39,34822,2018-04-05-C-325S,201804,2.02E+13,8000600,20-18045S-MX-108-0736-08000600,080.0 060.0,2,ST,-39.153,4/18/18,37364,108,12/30/1899 07:36:46,34.14462,34,8.677,N,-121.1617,-121,9.702,W,80,80,60,60.2,2222,NA,NA,RV BELL M SHIMADA,325S,MX,63,822,1,80.0 60.0,3101,1804,330.5,NA,,,,,NA,NA,NA,NA,34,24,1019,12.4,9.8,NA,NA,NA,NA,12.74111111,33.51831111,5.96,99.14555556,3.321111111,0.5,4.1,0.182333333,0.413333333,3.603222222,0.888444444,NA,NA,NA,NA,4,34.2,-121.1,2018,13.612,0.346384279,30,2018-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,13.655,0.318759,-121.148333,34.151666,13.71133333,y,15.292125,0.596528608,0.125511472,30,2018-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.603783786,0.125394426,-121.148333,34.151666,0.511681453,y,0.646788285
