Seq_number	Barcode	New_name	Location	Year	ext_rep	tech_rep	Sample_Control	Control_Type	ST_ID	Date_extracted	Batch	Volume_mL	Notes	Cst_Cnt	Cruise_ID	Cruise	Cruz_Sta	DbSta_ID	Cast_ID	Sta_ID	Quarter	Sta_Code	Distance	Date	Julian_Date	Julian_Day	Time	Lat_Dec	Lat_Deg	Lat_Min	Lat_Hem	Lon_Dec	Lon_Deg	Lon_Min	Lon_Hem	Rpt_Line	Ac_Line	Rpt_Sta	Ac_Sta	Bottom_D	Secchi	ForelU	Ship_Name	Ship_Code	Data_Type	Order_Occ	Event_Num	Cruz_Leg	Orig_Sta_ID	Data_Or	Cruz_Num	IntChl	IntC14	Inc_Str	Inc_End	PST_LAN	Civil_T	TimeZone	Wave_Dir	Wave_Ht	Wave_Prd	Wind_Dir	Wind_Spd	Barometer	Dry_T	Wet_T	Wea	Cloud_Typ	Cloud_Amt	Visibility	SS_T	SS_Salinity	SS_O2	SS_O2_sat	SS_silicate	SS_PO4	SS_NO3	SS_NO2	SS_NH4	SS_CHLa	SS_Phaeo	SS_DIC1	SS_TA1	SS_LightP	SS_pH1	max_100_T	max_100_Salinity	max_100_O2	max_100_O2_sat	max_100_silicate	max_100_PO4	max_100_NO3	max_100_NO2	max_100_NH4	max_100_CHLa	max_100_Phaeo	max_100_DIC1	max_100_TA1	max_100_LightP	max_100_pH1	min_100_T	min_100_Salinity	min_100_O2	min_100_O2_sat	min_100_silicate	min_100_PO4	min_100_NO3	min_100_NO2	min_100_NH4	min_100_CHLa	min_100_Phaeo	min_100_DIC1	min_100_TA1	min_100_LightP	min_100_pH1	mean_100_T	mean_100_Salinity	mean_100_O2	mean_100_O2_sat	mean_100_silicate	mean_100_PO4	mean_100_NO3	mean_100_NO2	mean_100_NH4	mean_100_CHLa	mean_100_Phaeo	mean_100_DIC1	mean_100_TA1	mean_100_LightP	mean_100_pH1	D100_T	D100_Salinity	D100_O2	D100_O2_sat	D100_silicate	D100_PO4	D100_NO3	D100_NO2	D100_NH4	D100_CHLa	D100_Phaeo	D100_DIC1	D100_TA1	D100_LightP	D100_pH1
Seb.Rep.2.a.42.S133	Sebastes	Sebastes_2007_4_80_60_2_2	2007_4_80_60	2007	2	2	Sample	NA	0704_80_60	6/27/19	8	120	normal	31424	2007-03-27-C-31JD	200704	2.01E+13	8000600	20-0704JD-MX-104-0803-08000600	080.0 060.0	2	ST	-38.46	4/14/07	39186	104	12/30/1899 08:03:00	34.148333	34	8.9	N	-121.15	-121	9	W	80	80	60	60	2175	NA	NA	RV DAVID STARR JORDAN	31JD	MX	53	522	NA	80.0 60.0	3101	704	80.6	NA					NA	NA	NA	NA	32	15	1020.2	12.7	11	NA	NA	NA	NA	12.42	33.578	6.01	99.3	6.4	0.83	7.8	0.25	NA	1.25	0.2	NA	NA	NA	NA	12.43	33.793	6.01	99.3	24.9	1.91	24.5	0.33	NA	1.6	0.38	NA	NA	NA	NA	9.46	33.578	2.94	45.6	6.4	0.83	7.8	0.03	NA	0.09	0.17	NA	NA	NA	NA	11.238	33.6563	4.728	76.76	13.51	1.282	14.6	0.19	NA	0.842	0.263	NA	NA	NA	NA	9.32	33.836	2.85	44.1	26.2	1.94	25.3	0.03	NA	0.05	0.24	NA	NA	NA	NA
Seb.Rep.3.a.42.S227	Sebastes	Sebastes_2007_4_80_60_2_3	2007_4_80_60	2007	2	3	Sample	NA	0704_80_60	6/27/19	8	120	normal	31424	2007-03-27-C-31JD	200704	2.01E+13	8000600	20-0704JD-MX-104-0803-08000600	080.0 060.0	2	ST	-38.46	4/14/07	39186	104	12/30/1899 08:03:00	34.148333	34	8.9	N	-121.15	-121	9	W	80	80	60	60	2175	NA	NA	RV DAVID STARR JORDAN	31JD	MX	53	522	NA	80.0 60.0	3101	704	80.6	NA					NA	NA	NA	NA	32	15	1020.2	12.7	11	NA	NA	NA	NA	12.42	33.578	6.01	99.3	6.4	0.83	7.8	0.25	NA	1.25	0.2	NA	NA	NA	NA	12.43	33.793	6.01	99.3	24.9	1.91	24.5	0.33	NA	1.6	0.38	NA	NA	NA	NA	9.46	33.578	2.94	45.6	6.4	0.83	7.8	0.03	NA	0.09	0.17	NA	NA	NA	NA	11.238	33.6563	4.728	76.76	13.51	1.282	14.6	0.19	NA	0.842	0.263	NA	NA	NA	NA	9.32	33.836	2.85	44.1	26.2	1.94	25.3	0.03	NA	0.05	0.24	NA	NA	NA	NA
Seb.Rep.1.long.43.S40	Sebastes	Sebastes_2007_4_86.7_50_1_1	2007_4_86.7_50	2007	1	1	Sample	NA	0704_86.7_50	6/27/19	9	125	low_normal	31440	2007-03-27-C-31JD	200704	2.01E+13	8670500	20-0704JD-MX-098-0436-08670500	086.7 050.0	2	ST	-70.88	4/8/07	39180	98	12/30/1899 04:36:00	33.323333	33	19.4	N	-119.66	-119	39.6	W	86.7	86.7	50	50	78	NA	NA	RV DAVID STARR JORDAN	31JD	MX	37	362	NA	86.7 50.0	3101	704	34.9	NA					NA	NA	NA	NA	31	21	1013.5	14.1	13.5	NA	NA	NA	NA	12.85	33.613	5.76	96.1	8.3	0.79	6.4	0.18	NA	0.64	0.23	NA	NA	NA	NA	12.85	33.734	5.76	96.1	19.6	1.66	19.7	0.18	NA	0.64	0.26	NA	NA	NA	NA	10.64	33.613	3.45	54.9	8.3	0.78	6.4	0.16	NA	0.06	0.14	NA	NA	NA	NA	12.444	33.6286	5.286666667	87.54444444	10.26666667	0.948888889	9.011111111	0.173333333	NA	0.49	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.2.a.43.S134	Sebastes	Sebastes_2007_4_86.7_50_1_2	2007_4_86.7_50	2007	1	2	Sample	NA	0704_86.7_50	6/27/19	9	125	low_normal	31440	2007-03-27-C-31JD	200704	2.01E+13	8670500	20-0704JD-MX-098-0436-08670500	086.7 050.0	2	ST	-70.88	4/8/07	39180	98	12/30/1899 04:36:00	33.323333	33	19.4	N	-119.66	-119	39.6	W	86.7	86.7	50	50	78	NA	NA	RV DAVID STARR JORDAN	31JD	MX	37	362	NA	86.7 50.0	3101	704	34.9	NA					NA	NA	NA	NA	31	21	1013.5	14.1	13.5	NA	NA	NA	NA	12.85	33.613	5.76	96.1	8.3	0.79	6.4	0.18	NA	0.64	0.23	NA	NA	NA	NA	12.85	33.734	5.76	96.1	19.6	1.66	19.7	0.18	NA	0.64	0.26	NA	NA	NA	NA	10.64	33.613	3.45	54.9	8.3	0.78	6.4	0.16	NA	0.06	0.14	NA	NA	NA	NA	12.444	33.6286	5.286666667	87.54444444	10.26666667	0.948888889	9.011111111	0.173333333	NA	0.49	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.3.a.43.S228	Sebastes	Sebastes_2007_4_86.7_50_1_3	2007_4_86.7_50	2007	1	3	Sample	NA	0704_86.7_50	6/27/19	9	125	low_normal	31440	2007-03-27-C-31JD	200704	2.01E+13	8670500	20-0704JD-MX-098-0436-08670500	086.7 050.0	2	ST	-70.88	4/8/07	39180	98	12/30/1899 04:36:00	33.323333	33	19.4	N	-119.66	-119	39.6	W	86.7	86.7	50	50	78	NA	NA	RV DAVID STARR JORDAN	31JD	MX	37	362	NA	86.7 50.0	3101	704	34.9	NA					NA	NA	NA	NA	31	21	1013.5	14.1	13.5	NA	NA	NA	NA	12.85	33.613	5.76	96.1	8.3	0.79	6.4	0.18	NA	0.64	0.23	NA	NA	NA	NA	12.85	33.734	5.76	96.1	19.6	1.66	19.7	0.18	NA	0.64	0.26	NA	NA	NA	NA	10.64	33.613	3.45	54.9	8.3	0.78	6.4	0.16	NA	0.06	0.14	NA	NA	NA	NA	12.444	33.6286	5.286666667	87.54444444	10.26666667	0.948888889	9.011111111	0.173333333	NA	0.49	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.1.a.37.S37	MiFish	MiFish_2006_4_80_60_1_1	2006_4_80_60	2006	1	1	Sample	NA	0604_80_60	6/27/19	8	125	low_normal_orange	31153	2006-04-01-C-32NM	200604	2.01E+13	8000600	20-0604NM-MX-104-0824-08000600	080.0 060.0	2	ST	-38.48	4/14/06	38821	104	12/30/1899 08:24:00	34.155	34	9.3	N	-121.155	-121	9.3	W	80	80	60	60	2225	NA	NA	RV NEW HORIZON	32NM	MX	62	612	NA	80.0 60.0	3101	604	58.1	NA					NA	NA	NA	NA	24	5	1010.3	13.5	12.9	NA	NA	NA	NA	14.36	33.227	6.23	106.9	3.2	0.3	0.3	0.02	NA	0.6	0.04	NA	NA	NA	NA	14.36	33.631	6.26	107.1	20.4	1.69	20.5	0.52	NA	1.38	0.28	NA	NA	NA	NA	10.29	33.227	3.44	54.3	2.9	0.3	0.3	0.01	NA	0.1	0.04	NA	NA	NA	NA	12.66363636	33.35609091	5.395454545	89.93636364	7.727272727	0.750909091	6.709090909	0.147272727	NA	0.647272727	0.149090909	NA	NA	NA	NA	9.95	33.709	3.1	48.6	23.1	1.84	22.5	0.01	NA	0.05	0.13	NA	NA	NA	NA
Miu.1.a.38.S38	MiFish	MiFish_2006_4_86.7_50_1_1	2006_4_86.7_50	2006	1	1	Sample	NA	0604_86.7_50	6/27/19	8	125	low_normal	31129	2006-04-01-C-32NM	200604	2.01E+13	8670500	20-0604NM-MX-099-1226-08670500	086.7 050.0	2	ST	-70.59	4/9/06	38816	99	12/30/1899 12:26:00	33.318333	33	19.1	N	-119.65	-119	39	W	86.7	86.7	50	49.9	77	NA	NA	RV NEW HORIZON	32NM	MX	38	372	NA	86.7 50.0	3101	604	86.2	NA					NA	NA	NA	NA	32	15	1015.6	12.9	11.9	NA	NA	NA	NA	12.9	33.446	6.23	103.9	3.1	0.46	4.1	0.16	NA	2.47	0.35	NA	NA	NA	NA	12.9	33.758	6.23	103.9	23.9	1.84	22.1	0.32	NA	2.47	0.47	NA	NA	NA	NA	10.13	33.439	3.06	48.2	3.1	0.46	4.1	0.13	NA	0.05	0.22	NA	NA	NA	NA	11.76	33.54422222	4.82875	78.7875	12.0875	1.08	11.45	0.22125	NA	1.14125	0.3575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.1.a.39.S39	MiFish	MiFish_2006_4_93.3_30_1_1	2006_4_93.3_30	2006	1	1	Sample	NA	0604_93.3_30	6/27/19	8	125	low_normal_orange	31096	2006-04-01-C-32NM	200604	2.01E+13	9330300	20-0604NM-MX-092-0720-09330300	093.3 030.0	2	ST	-14.88	4/2/06	38809	92	12/30/1899 07:20:00	32.846666	32	50.8	N	-117.533333	-117	32	W	93.3	93.3	30	30	856	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	604	51.8	NA					NA	NA	NA	NA	32	11	1020.1	14	11.8	NA	NA	NA	NA	14.51	33.419	6.32	108.9	1.8	0.24	0.1	0.01	NA	0.6	0.21	NA	NA	NA	NA	14.51	33.959	6.4	108.9	27.5	2.06	25.9	0.14	NA	1.57	0.32	NA	NA	NA	NA	9.86	33.419	2.37	37.1	1.8	0.24	0.1	0.01	NA	0.04	0.11	NA	NA	NA	NA	11.754	33.6215	4.228	69.9	14.16	1.218	13.87	0.042	NA	0.535	0.184	NA	NA	NA	NA	9.82	34.058	2.09	32.7	29.7	2.15	26.9	0.02	NA	0.03	0.09	NA	NA	NA	NA
Miu.1.a.40.S40	MiFish	MiFish_2006_4_93.3_60_1_1	2006_4_93.3_60	2006	1	1	Sample	NA	0604_93.3_60	6/27/19	8	125	low_normal_orange	31102	2006-04-01-C-32NM	200604	2.01E+13	9330600	20-0604NM-MX-093-1106-09330600	093.3 060.0	2	ST	-134.55	4/3/06	38810	93	12/30/1899 11:06:00	31.846666	31	50.8	N	-119.576666	-119	34.6	W	93.3	93.3	60	60.1	1904	NA	NA	RV NEW HORIZON	32NM	MX	11	102	NA	93.3 60.0	3101	604	31.5	NA					NA	NA	NA	NA	18	7	1016.4	15.3	14.5	NA	NA	NA	NA	14.97	33.294	6.12	106.4	2.3	0.33	0.4	0.02	NA	0.41	0.05	NA	NA	NA	NA	14.97	33.703	6.25	106.6	22.6	1.83	23.2	0.28	NA	0.71	0.26	NA	NA	NA	NA	9.72	33.294	3.09	48.2	2.3	0.33	0.4	0.01	NA	0.02	0.04	NA	NA	NA	NA	11.748	33.4758	4.628	76.04	11.66	1.117	12.35	0.073	NA	0.294	0.109	NA	NA	NA	NA	9.7	33.711	3.07	47.9	22.8	1.84	23.3	0.01	NA	0.02	0.04	NA	NA	NA	NA
Miu.2.a.37.S137	MiFish	MiFish_2006_4_80_60_1_2	2006_4_80_60	2006	1	2	Sample	NA	0604_80_60	6/27/19	8	125	low_normal_orange	31153	2006-04-01-C-32NM	200604	2.01E+13	8000600	20-0604NM-MX-104-0824-08000600	080.0 060.0	2	ST	-38.48	4/14/06	38821	104	12/30/1899 08:24:00	34.155	34	9.3	N	-121.155	-121	9.3	W	80	80	60	60	2225	NA	NA	RV NEW HORIZON	32NM	MX	62	612	NA	80.0 60.0	3101	604	58.1	NA					NA	NA	NA	NA	24	5	1010.3	13.5	12.9	NA	NA	NA	NA	14.36	33.227	6.23	106.9	3.2	0.3	0.3	0.02	NA	0.6	0.04	NA	NA	NA	NA	14.36	33.631	6.26	107.1	20.4	1.69	20.5	0.52	NA	1.38	0.28	NA	NA	NA	NA	10.29	33.227	3.44	54.3	2.9	0.3	0.3	0.01	NA	0.1	0.04	NA	NA	NA	NA	12.66363636	33.35609091	5.395454545	89.93636364	7.727272727	0.750909091	6.709090909	0.147272727	NA	0.647272727	0.149090909	NA	NA	NA	NA	9.95	33.709	3.1	48.6	23.1	1.84	22.5	0.01	NA	0.05	0.13	NA	NA	NA	NA
Miu.2.a.38.S138	MiFish	MiFish_2006_4_86.7_50_1_2	2006_4_86.7_50	2006	1	2	Sample	NA	0604_86.7_50	6/27/19	8	125	low_normal	31129	2006-04-01-C-32NM	200604	2.01E+13	8670500	20-0604NM-MX-099-1226-08670500	086.7 050.0	2	ST	-70.59	4/9/06	38816	99	12/30/1899 12:26:00	33.318333	33	19.1	N	-119.65	-119	39	W	86.7	86.7	50	49.9	77	NA	NA	RV NEW HORIZON	32NM	MX	38	372	NA	86.7 50.0	3101	604	86.2	NA					NA	NA	NA	NA	32	15	1015.6	12.9	11.9	NA	NA	NA	NA	12.9	33.446	6.23	103.9	3.1	0.46	4.1	0.16	NA	2.47	0.35	NA	NA	NA	NA	12.9	33.758	6.23	103.9	23.9	1.84	22.1	0.32	NA	2.47	0.47	NA	NA	NA	NA	10.13	33.439	3.06	48.2	3.1	0.46	4.1	0.13	NA	0.05	0.22	NA	NA	NA	NA	11.76	33.54422222	4.82875	78.7875	12.0875	1.08	11.45	0.22125	NA	1.14125	0.3575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.2.a.39.S139	MiFish	MiFish_2006_4_93.3_30_1_2	2006_4_93.3_30	2006	1	2	Sample	NA	0604_93.3_30	6/27/19	8	125	low_normal_orange	31096	2006-04-01-C-32NM	200604	2.01E+13	9330300	20-0604NM-MX-092-0720-09330300	093.3 030.0	2	ST	-14.88	4/2/06	38809	92	12/30/1899 07:20:00	32.846666	32	50.8	N	-117.533333	-117	32	W	93.3	93.3	30	30	856	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	604	51.8	NA					NA	NA	NA	NA	32	11	1020.1	14	11.8	NA	NA	NA	NA	14.51	33.419	6.32	108.9	1.8	0.24	0.1	0.01	NA	0.6	0.21	NA	NA	NA	NA	14.51	33.959	6.4	108.9	27.5	2.06	25.9	0.14	NA	1.57	0.32	NA	NA	NA	NA	9.86	33.419	2.37	37.1	1.8	0.24	0.1	0.01	NA	0.04	0.11	NA	NA	NA	NA	11.754	33.6215	4.228	69.9	14.16	1.218	13.87	0.042	NA	0.535	0.184	NA	NA	NA	NA	9.82	34.058	2.09	32.7	29.7	2.15	26.9	0.02	NA	0.03	0.09	NA	NA	NA	NA
Miu.2.a.40.S140	MiFish	MiFish_2006_4_93.3_60_1_2	2006_4_93.3_60	2006	1	2	Sample	NA	0604_93.3_60	6/27/19	8	125	low_normal_orange	31102	2006-04-01-C-32NM	200604	2.01E+13	9330600	20-0604NM-MX-093-1106-09330600	093.3 060.0	2	ST	-134.55	4/3/06	38810	93	12/30/1899 11:06:00	31.846666	31	50.8	N	-119.576666	-119	34.6	W	93.3	93.3	60	60.1	1904	NA	NA	RV NEW HORIZON	32NM	MX	11	102	NA	93.3 60.0	3101	604	31.5	NA					NA	NA	NA	NA	18	7	1016.4	15.3	14.5	NA	NA	NA	NA	14.97	33.294	6.12	106.4	2.3	0.33	0.4	0.02	NA	0.41	0.05	NA	NA	NA	NA	14.97	33.703	6.25	106.6	22.6	1.83	23.2	0.28	NA	0.71	0.26	NA	NA	NA	NA	9.72	33.294	3.09	48.2	2.3	0.33	0.4	0.01	NA	0.02	0.04	NA	NA	NA	NA	11.748	33.4758	4.628	76.04	11.66	1.117	12.35	0.073	NA	0.294	0.109	NA	NA	NA	NA	9.7	33.711	3.07	47.9	22.8	1.84	23.3	0.01	NA	0.02	0.04	NA	NA	NA	NA
Miu.3.a.37.S237	MiFish	MiFish_2006_4_80_60_1_3	2006_4_80_60	2006	1	3	Sample	NA	0604_80_60	6/27/19	8	125	low_normal_orange	31153	2006-04-01-C-32NM	200604	2.01E+13	8000600	20-0604NM-MX-104-0824-08000600	080.0 060.0	2	ST	-38.48	4/14/06	38821	104	12/30/1899 08:24:00	34.155	34	9.3	N	-121.155	-121	9.3	W	80	80	60	60	2225	NA	NA	RV NEW HORIZON	32NM	MX	62	612	NA	80.0 60.0	3101	604	58.1	NA					NA	NA	NA	NA	24	5	1010.3	13.5	12.9	NA	NA	NA	NA	14.36	33.227	6.23	106.9	3.2	0.3	0.3	0.02	NA	0.6	0.04	NA	NA	NA	NA	14.36	33.631	6.26	107.1	20.4	1.69	20.5	0.52	NA	1.38	0.28	NA	NA	NA	NA	10.29	33.227	3.44	54.3	2.9	0.3	0.3	0.01	NA	0.1	0.04	NA	NA	NA	NA	12.66363636	33.35609091	5.395454545	89.93636364	7.727272727	0.750909091	6.709090909	0.147272727	NA	0.647272727	0.149090909	NA	NA	NA	NA	9.95	33.709	3.1	48.6	23.1	1.84	22.5	0.01	NA	0.05	0.13	NA	NA	NA	NA
Miu.3.a.38.S238	MiFish	MiFish_2006_4_86.7_50_1_3	2006_4_86.7_50	2006	1	3	Sample	NA	0604_86.7_50	6/27/19	8	125	low_normal	31129	2006-04-01-C-32NM	200604	2.01E+13	8670500	20-0604NM-MX-099-1226-08670500	086.7 050.0	2	ST	-70.59	4/9/06	38816	99	12/30/1899 12:26:00	33.318333	33	19.1	N	-119.65	-119	39	W	86.7	86.7	50	49.9	77	NA	NA	RV NEW HORIZON	32NM	MX	38	372	NA	86.7 50.0	3101	604	86.2	NA					NA	NA	NA	NA	32	15	1015.6	12.9	11.9	NA	NA	NA	NA	12.9	33.446	6.23	103.9	3.1	0.46	4.1	0.16	NA	2.47	0.35	NA	NA	NA	NA	12.9	33.758	6.23	103.9	23.9	1.84	22.1	0.32	NA	2.47	0.47	NA	NA	NA	NA	10.13	33.439	3.06	48.2	3.1	0.46	4.1	0.13	NA	0.05	0.22	NA	NA	NA	NA	11.76	33.54422222	4.82875	78.7875	12.0875	1.08	11.45	0.22125	NA	1.14125	0.3575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.3.a.39.S239	MiFish	MiFish_2006_4_93.3_30_1_3	2006_4_93.3_30	2006	1	3	Sample	NA	0604_93.3_30	6/27/19	8	125	low_normal_orange	31096	2006-04-01-C-32NM	200604	2.01E+13	9330300	20-0604NM-MX-092-0720-09330300	093.3 030.0	2	ST	-14.88	4/2/06	38809	92	12/30/1899 07:20:00	32.846666	32	50.8	N	-117.533333	-117	32	W	93.3	93.3	30	30	856	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	604	51.8	NA					NA	NA	NA	NA	32	11	1020.1	14	11.8	NA	NA	NA	NA	14.51	33.419	6.32	108.9	1.8	0.24	0.1	0.01	NA	0.6	0.21	NA	NA	NA	NA	14.51	33.959	6.4	108.9	27.5	2.06	25.9	0.14	NA	1.57	0.32	NA	NA	NA	NA	9.86	33.419	2.37	37.1	1.8	0.24	0.1	0.01	NA	0.04	0.11	NA	NA	NA	NA	11.754	33.6215	4.228	69.9	14.16	1.218	13.87	0.042	NA	0.535	0.184	NA	NA	NA	NA	9.82	34.058	2.09	32.7	29.7	2.15	26.9	0.02	NA	0.03	0.09	NA	NA	NA	NA
Miu.3.a.40.S240	MiFish	MiFish_2006_4_93.3_60_1_3	2006_4_93.3_60	2006	1	3	Sample	NA	0604_93.3_60	6/27/19	8	125	low_normal_orange	31102	2006-04-01-C-32NM	200604	2.01E+13	9330600	20-0604NM-MX-093-1106-09330600	093.3 060.0	2	ST	-134.55	4/3/06	38810	93	12/30/1899 11:06:00	31.846666	31	50.8	N	-119.576666	-119	34.6	W	93.3	93.3	60	60.1	1904	NA	NA	RV NEW HORIZON	32NM	MX	11	102	NA	93.3 60.0	3101	604	31.5	NA					NA	NA	NA	NA	18	7	1016.4	15.3	14.5	NA	NA	NA	NA	14.97	33.294	6.12	106.4	2.3	0.33	0.4	0.02	NA	0.41	0.05	NA	NA	NA	NA	14.97	33.703	6.25	106.6	22.6	1.83	23.2	0.28	NA	0.71	0.26	NA	NA	NA	NA	9.72	33.294	3.09	48.2	2.3	0.33	0.4	0.01	NA	0.02	0.04	NA	NA	NA	NA	11.748	33.4758	4.628	76.04	11.66	1.117	12.35	0.073	NA	0.294	0.109	NA	NA	NA	NA	9.7	33.711	3.07	47.9	22.8	1.84	23.3	0.01	NA	0.02	0.04	NA	NA	NA	NA
Seb.Redo.3.HM.2.S35	Sebastes	Sebastes_2006_4_80_60_1_1	2006_4_80_60	2006	1	1	Sample	NA	0604_80_60	6/27/19	8	125	low_normal_orange	31153	2006-04-01-C-32NM	200604	2.01E+13	8000600	20-0604NM-MX-104-0824-08000600	080.0 060.0	2	ST	-38.48	4/14/06	38821	104	12/30/1899 08:24:00	34.155	34	9.3	N	-121.155	-121	9.3	W	80	80	60	60	2225	NA	NA	RV NEW HORIZON	32NM	MX	62	612	NA	80.0 60.0	3101	604	58.1	NA					NA	NA	NA	NA	24	5	1010.3	13.5	12.9	NA	NA	NA	NA	14.36	33.227	6.23	106.9	3.2	0.3	0.3	0.02	NA	0.6	0.04	NA	NA	NA	NA	14.36	33.631	6.26	107.1	20.4	1.69	20.5	0.52	NA	1.38	0.28	NA	NA	NA	NA	10.29	33.227	3.44	54.3	2.9	0.3	0.3	0.01	NA	0.1	0.04	NA	NA	NA	NA	12.66363636	33.35609091	5.395454545	89.93636364	7.727272727	0.750909091	6.709090909	0.147272727	NA	0.647272727	0.149090909	NA	NA	NA	NA	9.95	33.709	3.1	48.6	23.1	1.84	22.5	0.01	NA	0.05	0.13	NA	NA	NA	NA
Seb.Rep.2.a.37.S129	Sebastes	Sebastes_2006_4_80_60_1_2	2006_4_80_60	2006	1	2	Sample	NA	0604_80_60	6/27/19	8	125	low_normal_orange	31153	2006-04-01-C-32NM	200604	2.01E+13	8000600	20-0604NM-MX-104-0824-08000600	080.0 060.0	2	ST	-38.48	4/14/06	38821	104	12/30/1899 08:24:00	34.155	34	9.3	N	-121.155	-121	9.3	W	80	80	60	60	2225	NA	NA	RV NEW HORIZON	32NM	MX	62	612	NA	80.0 60.0	3101	604	58.1	NA					NA	NA	NA	NA	24	5	1010.3	13.5	12.9	NA	NA	NA	NA	14.36	33.227	6.23	106.9	3.2	0.3	0.3	0.02	NA	0.6	0.04	NA	NA	NA	NA	14.36	33.631	6.26	107.1	20.4	1.69	20.5	0.52	NA	1.38	0.28	NA	NA	NA	NA	10.29	33.227	3.44	54.3	2.9	0.3	0.3	0.01	NA	0.1	0.04	NA	NA	NA	NA	12.66363636	33.35609091	5.395454545	89.93636364	7.727272727	0.750909091	6.709090909	0.147272727	NA	0.647272727	0.149090909	NA	NA	NA	NA	9.95	33.709	3.1	48.6	23.1	1.84	22.5	0.01	NA	0.05	0.13	NA	NA	NA	NA
Seb.Rep.3.a.37.S223	Sebastes	Sebastes_2006_4_80_60_1_3	2006_4_80_60	2006	1	3	Sample	NA	0604_80_60	6/27/19	8	125	low_normal_orange	31153	2006-04-01-C-32NM	200604	2.01E+13	8000600	20-0604NM-MX-104-0824-08000600	080.0 060.0	2	ST	-38.48	4/14/06	38821	104	12/30/1899 08:24:00	34.155	34	9.3	N	-121.155	-121	9.3	W	80	80	60	60	2225	NA	NA	RV NEW HORIZON	32NM	MX	62	612	NA	80.0 60.0	3101	604	58.1	NA					NA	NA	NA	NA	24	5	1010.3	13.5	12.9	NA	NA	NA	NA	14.36	33.227	6.23	106.9	3.2	0.3	0.3	0.02	NA	0.6	0.04	NA	NA	NA	NA	14.36	33.631	6.26	107.1	20.4	1.69	20.5	0.52	NA	1.38	0.28	NA	NA	NA	NA	10.29	33.227	3.44	54.3	2.9	0.3	0.3	0.01	NA	0.1	0.04	NA	NA	NA	NA	12.66363636	33.35609091	5.395454545	89.93636364	7.727272727	0.750909091	6.709090909	0.147272727	NA	0.647272727	0.149090909	NA	NA	NA	NA	9.95	33.709	3.1	48.6	23.1	1.84	22.5	0.01	NA	0.05	0.13	NA	NA	NA	NA
Seb.Rep.1.long.38.S36	Sebastes	Sebastes_2006_4_86.7_50_1_1	2006_4_86.7_50	2006	1	1	Sample	NA	0604_86.7_50	6/27/19	8	125	low_normal	31129	2006-04-01-C-32NM	200604	2.01E+13	8670500	20-0604NM-MX-099-1226-08670500	086.7 050.0	2	ST	-70.59	4/9/06	38816	99	12/30/1899 12:26:00	33.318333	33	19.1	N	-119.65	-119	39	W	86.7	86.7	50	49.9	77	NA	NA	RV NEW HORIZON	32NM	MX	38	372	NA	86.7 50.0	3101	604	86.2	NA					NA	NA	NA	NA	32	15	1015.6	12.9	11.9	NA	NA	NA	NA	12.9	33.446	6.23	103.9	3.1	0.46	4.1	0.16	NA	2.47	0.35	NA	NA	NA	NA	12.9	33.758	6.23	103.9	23.9	1.84	22.1	0.32	NA	2.47	0.47	NA	NA	NA	NA	10.13	33.439	3.06	48.2	3.1	0.46	4.1	0.13	NA	0.05	0.22	NA	NA	NA	NA	11.76	33.54422222	4.82875	78.7875	12.0875	1.08	11.45	0.22125	NA	1.14125	0.3575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
